,economy,regionwb,pop_scaled_wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,fin14_1,fin16,fin17a,fin17b,fin22a,fin22b,fin24,fin33,receive_wages,pay_utilities,remittances,mobileowner,internetaccess,merchantpay_dig,receive_welfare_payments,internet_fin_transc
104041,South Africa,2,19583.6476532424,2,27.0,3,5,1.0,2.0,1,1,1,1,2.0,2,2,1,2.0,1,1,1.0,1,1,1.0,2,1
104042,South Africa,2,10923.993569638262,1,36.0,2,5,1.0,2.0,1,1,1,1,1.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
104044,South Africa,2,61903.087550392636,2,50.0,2,4,1.0,2.0,1,2,2,1,1.0,1,2,2,1.0,1,4,2.0,2,2,1.0,1,1
104045,South Africa,2,75475.37497561588,2,27.0,2,5,2.0,1.0,1,2,1,1,2.0,2,2,3,2.0,1,1,1.0,1,1,0.0,2,1
104046,South Africa,2,37531.6651674393,2,46.0,2,5,1.0,1.0,1,2,1,1,2.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
104050,South Africa,2,59490.51901498998,2,34.0,2,4,1.0,2.0,0,2,2,2,1.0,2,1,2,2.0,2,4,2.0,1,1,0.0,2,2
104051,South Africa,2,22079.469423798346,1,25.0,2,4,1.0,2.0,1,1,2,1,2.0,1,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104052,South Africa,2,75532.1924198453,1,22.0,2,2,1.0,2.0,1,2,2,2,2.0,2,2,4,2.0,1,1,2.0,1,2,0.0,2,1
104055,South Africa,2,11097.788223135107,2,25.0,2,5,1.0,2.0,1,2,2,2,2.0,2,1,2,2.0,1,4,5.0,1,1,1.0,2,1
104056,South Africa,2,19208.68535565271,2,35.0,2,3,1.0,1.0,1,2,1,2,2.0,2,2,2,1.0,1,4,2.0,1,2,1.0,2,1
104057,South Africa,2,19801.042771600973,1,30.0,2,4,1.0,2.0,1,2,2,1,2.0,2,2,4,2.0,1,1,1.0,1,1,1.0,2,1
104061,South Africa,2,10923.993569638262,1,35.0,2,5,1.0,2.0,1,1,2,2,2.0,2,2,4,2.0,1,4,2.0,1,1,1.0,2,1
104062,South Africa,2,10923.993569638262,1,27.0,3,5,1.0,2.0,1,2,2,2,1.0,2,1,2,1.0,1,2,5.0,1,1,1.0,2,1
104064,South Africa,2,47984.17783157025,2,24.0,2,5,1.0,1.0,1,1,1,1,2.0,2,2,7,1.0,1,4,5.0,1,1,1.0,2,1
104066,South Africa,2,22272.337295581197,1,40.0,2,5,1.0,2.0,1,1,2,2,1.0,2,2,1,2.0,1,1,1.0,1,1,1.0,2,1
104071,South Africa,2,32327.605293446006,2,42.0,2,5,1.0,2.0,1,2,1,1,2.0,2,1,4,2.0,1,2,1.0,1,1,1.0,2,1
104072,South Africa,2,16102.913767738686,1,39.0,3,5,1.0,2.0,1,2,1,1,1.0,1,2,6,2.0,1,1,1.0,1,1,1.0,2,1
104074,South Africa,2,31840.322628374903,2,57.0,3,5,1.0,2.0,1,1,1,1,1.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
104077,South Africa,2,10923.993569638262,1,33.0,2,2,2.0,2.0,1,2,2,1,2.0,2,2,4,2.0,1,4,1.0,1,1,1.0,1,1
104079,South Africa,2,65770.63768486412,1,35.0,2,3,1.0,2.0,1,2,2,1,1.0,1,1,1,2.0,1,4,1.0,1,1,1.0,2,2
104086,South Africa,2,11254.547978851942,1,48.0,3,4,1.0,2.0,1,1,1,1,2.0,2,2,1,1.0,1,1,5.0,1,1,1.0,2,1
104087,South Africa,2,36350.7552241692,1,32.0,2,1,1.0,2.0,1,1,2,2,2.0,2,1,4,2.0,3,4,1.0,1,1,1.0,2,2
104088,South Africa,2,59040.85649388601,2,42.0,2,3,1.0,2.0,1,2,2,1,2.0,2,1,4,2.0,1,1,1.0,1,1,1.0,2,1
104091,South Africa,2,10923.993569638262,1,25.0,2,4,2.0,2.0,1,2,2,1,2.0,2,2,1,2.0,1,4,1.0,1,2,0.0,2,1
104094,South Africa,2,44693.292089108414,1,38.0,2,2,1.0,1.0,1,2,2,2,1.0,1,1,2,2.0,1,4,1.0,1,1,1.0,2,1
104097,South Africa,2,22862.13135941862,2,32.0,1,2,1.0,2.0,1,2,2,2,2.0,2,2,7,2.0,2,2,1.0,1,1,0.0,1,2
104099,South Africa,2,21923.545894954626,1,35.0,2,2,1.0,2.0,1,2,2,2,2.0,2,1,2,2.0,2,4,1.0,1,2,0.0,2,2
104100,South Africa,2,43817.80969913036,2,86.0,2,4,1.0,1.0,1,2,2,1,2.0,1,1,4,2.0,1,1,1.0,1,1,1.0,2,1
104101,South Africa,2,22678.57439928623,2,39.0,2,5,1.0,2.0,1,2,2,2,2.0,2,1,7,2.0,1,2,5.0,1,1,1.0,2,2
104102,South Africa,2,25499.37797302675,2,22.0,3,3,1.0,2.0,1,1,2,2,2.0,2,1,2,2.0,1,4,1.0,1,1,1.0,2,1
104106,South Africa,2,73078.48631651542,1,38.0,2,5,1.0,2.0,1,2,1,1,2.0,2,2,1,2.0,1,1,5.0,1,1,1.0,2,1
104108,South Africa,2,10923.993569638262,1,41.0,2,5,1.0,2.0,1,1,2,1,1.0,1,2,1,1.0,1,1,1.0,1,1,1.0,2,1
104116,South Africa,2,20158.254389813068,2,37.0,2,5,1.0,2.0,1,1,2,1,1.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104117,South Africa,2,16159.920570745038,1,32.0,3,5,1.0,2.0,1,1,1,1,2.0,2,2,1,2.0,1,1,1.0,1,1,1.0,2,1
104118,South Africa,2,26694.576150861198,2,49.0,2,5,1.0,2.0,1,1,2,1,2.0,1,1,5,1.0,1,1,1.0,1,1,1.0,1,1
104119,South Africa,2,63918.395596861366,2,19.0,3,4,1.0,2.0,1,2,2,1,2.0,2,1,7,1.0,1,1,1.0,1,1,1.0,2,1
104121,South Africa,2,100854.90129877966,2,20.0,2,5,2.0,1.0,1,2,2,2,2.0,2,1,7,2.0,2,4,2.0,1,1,1.0,2,1
104123,South Africa,2,10923.993569638262,1,32.0,2,5,1.0,2.0,1,1,1,1,2.0,2,1,2,2.0,1,1,1.0,1,1,1.0,2,1
104124,South Africa,2,18814.89216021695,1,51.0,2,3,1.0,2.0,1,2,2,1,1.0,1,1,4,2.0,1,1,1.0,1,1,1.0,2,1
104125,South Africa,2,20158.254389813068,2,36.0,3,5,1.0,2.0,1,2,1,1,2.0,2,2,1,2.0,1,4,5.0,1,1,1.0,2,1
104127,South Africa,2,21309.923133559423,1,36.0,2,4,1.0,2.0,1,1,1,1,1.0,1,1,4,2.0,1,1,1.0,1,2,1.0,2,1
104128,South Africa,2,64023.81945274159,2,36.0,2,1,1.0,2.0,1,2,2,2,2.0,2,2,4,2.0,1,4,5.0,1,1,0.0,2,2
104130,South Africa,2,23126.212220152647,1,51.0,3,2,1.0,2.0,1,2,1,1,2.0,2,2,1,2.0,1,1,1.0,1,1,1.0,2,1
104131,South Africa,2,22122.719865326802,1,26.0,2,1,1.0,2.0,1,1,2,1,1.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
104135,South Africa,2,52878.968565939096,2,33.0,2,1,1.0,1.0,1,2,1,1,2.0,2,2,7,2.0,2,2,1.0,1,2,1.0,2,1
104137,South Africa,2,18114.276000437854,2,50.0,2,5,1.0,2.0,1,1,1,1,2.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
104138,South Africa,2,20197.78564452666,2,41.0,2,1,1.0,2.0,1,2,2,2,2.0,2,1,4,2.0,1,1,1.0,1,1,1.0,2,1
104141,South Africa,2,15417.474813435112,1,45.0,3,5,1.0,2.0,1,2,1,2,2.0,1,1,1,2.0,1,1,1.0,1,1,1.0,2,1
104153,South Africa,2,38676.08756441603,2,45.0,2,2,1.0,2.0,1,2,2,1,2.0,2,1,2,2.0,1,4,1.0,1,1,1.0,2,1
104155,South Africa,2,10923.993569638262,1,26.0,3,5,1.0,2.0,1,2,2,2,2.0,2,2,3,2.0,1,4,1.0,1,1,1.0,2,1
104157,South Africa,2,44544.674591162475,1,38.0,2,2,1.0,2.0,1,1,2,2,2.0,1,1,3,2.0,3,4,5.0,1,1,1.0,2,2
104159,South Africa,2,11254.547978851942,1,45.0,3,5,1.0,2.0,1,1,1,1,2.0,2,2,3,1.0,1,1,1.0,1,1,1.0,2,1
104160,South Africa,2,24732.991717891462,2,25.0,2,4,1.0,1.0,0,2,2,2,2.0,2,1,7,2.0,2,4,5.0,2,2,0.0,2,2
104161,South Africa,2,21657.59417855536,1,46.0,2,3,1.0,2.0,1,2,2,2,2.0,2,2,1,2.0,1,1,2.0,1,1,0.0,2,1
104162,South Africa,2,32327.605293446006,2,40.0,2,3,1.0,2.0,1,2,1,2,2.0,2,1,4,2.0,1,4,1.0,1,1,1.0,2,1
104164,South Africa,2,131734.79184746524,2,44.0,2,2,1.0,2.0,1,1,1,1,2.0,2,2,2,2.0,3,1,1.0,1,1,1.0,2,1
104165,South Africa,2,101705.38458276844,2,20.0,2,5,1.0,2.0,1,2,2,1,2.0,2,2,1,2.0,1,4,5.0,1,1,1.0,2,1
104166,South Africa,2,21958.518774189113,1,42.0,2,4,1.0,2.0,1,1,1,1,2.0,1,2,1,1.0,1,1,1.0,1,1,1.0,2,1
104168,South Africa,2,15994.786603089851,2,29.0,2,4,1.0,1.0,1,2,1,2,2.0,2,2,3,1.0,1,4,1.0,1,1,1.0,2,1
104172,South Africa,2,53246.549752523344,1,26.0,2,3,1.0,2.0,1,2,2,1,1.0,2,1,4,2.0,1,2,1.0,1,1,1.0,2,1
104173,South Africa,2,22272.337295581197,1,40.0,2,2,1.0,2.0,1,2,1,2,2.0,1,2,2,1.0,1,4,1.0,1,2,1.0,1,1
104175,South Africa,2,41760.63242921493,1,37.0,2,2,1.0,2.0,1,1,2,1,1.0,2,1,2,2.0,1,1,5.0,1,2,1.0,1,1
104176,South Africa,2,29166.859554752133,1,35.0,2,4,1.0,2.0,1,1,2,2,2.0,2,1,4,1.0,1,1,1.0,1,1,1.0,2,1
104177,South Africa,2,18072.41336304258,1,48.0,3,5,1.0,2.0,1,2,1,1,2.0,2,2,3,1.0,1,2,5.0,1,1,1.0,2,2
104178,South Africa,2,14543.928513670558,1,27.0,3,4,1.0,2.0,1,1,2,1,2.0,2,1,1,2.0,1,4,1.0,1,1,1.0,2,1
104179,South Africa,2,33416.65353757593,1,21.0,2,5,1.0,2.0,1,2,2,2,2.0,2,2,7,2.0,1,4,5.0,1,1,1.0,2,2
104180,South Africa,2,17058.871808566626,2,28.0,2,4,1.0,2.0,1,2,2,2,2.0,2,2,1,1.0,1,4,5.0,1,1,0.0,2,2
104185,South Africa,2,10923.993569638262,1,38.0,2,5,1.0,2.0,1,1,2,1,2.0,2,2,1,2.0,1,4,2.0,1,1,1.0,2,1
104187,South Africa,2,35770.8636074263,1,56.0,2,5,1.0,2.0,1,1,1,1,2.0,2,1,4,2.0,1,1,1.0,1,1,1.0,2,1
104194,South Africa,2,23509.818279761654,1,40.0,2,4,1.0,2.0,1,2,1,1,2.0,2,1,1,2.0,1,2,5.0,1,1,1.0,2,2
104196,South Africa,2,22461.645402755814,2,25.0,2,3,1.0,2.0,1,2,2,2,2.0,2,2,7,2.0,3,2,5.0,1,2,0.0,2,2
104197,South Africa,2,24154.37065160805,1,36.0,3,3,1.0,2.0,1,1,2,1,1.0,2,1,2,2.0,1,1,1.0,1,1,1.0,2,1
104201,South Africa,2,11305.177434423158,1,36.0,2,3,1.0,2.0,1,1,2,2,1.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
104202,South Africa,2,60638.620130366486,2,34.0,2,2,2.0,1.0,1,2,2,1,2.0,2,1,2,1.0,1,4,1.0,1,1,1.0,2,1
104206,South Africa,2,50290.165825184886,1,27.0,2,2,1.0,2.0,1,1,2,1,2.0,2,1,2,2.0,1,1,1.0,1,2,1.0,2,1
104209,South Africa,2,16623.07233470147,1,41.0,2,4,1.0,2.0,1,1,2,1,2.0,2,2,6,2.0,1,1,1.0,1,1,1.0,2,1
104210,South Africa,2,34740.35139707064,2,51.0,3,4,1.0,2.0,1,2,1,1,2.0,2,1,2,2.0,1,1,1.0,1,1,1.0,2,1
104211,South Africa,2,66248.3611692967,2,32.0,2,4,2.0,2.0,1,1,2,1,1.0,2,1,7,2.0,1,1,5.0,2,1,1.0,2,1
104213,South Africa,2,14543.928513670558,1,32.0,3,5,1.0,2.0,1,2,2,2,2.0,2,1,2,2.0,1,4,5.0,1,1,1.0,2,2
104214,South Africa,2,26910.90794954408,1,29.0,2,5,1.0,1.0,1,1,1,1,1.0,1,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104216,South Africa,2,14583.429777376066,1,37.0,2,4,1.0,1.0,1,2,2,1,1.0,1,1,1,2.0,1,4,5.0,1,1,1.0,2,2
104217,South Africa,2,87252.66238564599,2,32.0,2,4,1.0,2.0,1,2,2,2,1.0,2,2,3,2.0,1,1,1.0,1,1,1.0,2,1
104218,South Africa,2,162205.65938964896,2,65.0,1,4,1.0,2.0,1,2,2,2,2.0,2,1,5,2.0,1,2,5.0,1,2,0.0,2,2
104219,South Africa,2,33619.21139977214,2,22.0,2,4,2.0,1.0,1,1,1,1,2.0,2,1,2,2.0,1,1,1.0,1,1,1.0,2,2
104220,South Africa,2,17225.177495072887,1,45.0,3,3,1.0,2.0,1,2,2,2,2.0,2,1,7,2.0,1,1,3.0,1,2,0.0,2,2
104223,South Africa,2,35201.813940967164,1,32.0,2,4,1.0,1.0,1,1,1,1,1.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104224,South Africa,2,21889.52550541851,1,45.0,2,2,1.0,2.0,1,2,2,2,2.0,2,1,7,2.0,2,4,5.0,2,2,0.0,2,2
104226,South Africa,2,42648.579535823286,1,49.0,2,5,1.0,2.0,1,2,1,1,2.0,2,1,1,2.0,1,2,3.0,1,1,1.0,2,2
104230,South Africa,2,34456.09310366556,2,24.0,2,5,1.0,1.0,1,2,1,1,1.0,1,1,4,2.0,1,4,1.0,1,1,1.0,2,1
104233,South Africa,2,48011.67547742306,1,37.0,2,4,1.0,2.0,1,2,2,2,1.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
104235,South Africa,2,47984.17783157025,2,22.0,2,4,2.0,1.0,1,1,2,2,2.0,2,2,3,2.0,1,1,1.0,1,2,1.0,2,1
104236,South Africa,2,23098.043879184846,1,26.0,2,4,1.0,1.0,1,1,1,1,2.0,2,1,1,1.0,1,2,1.0,1,1,1.0,1,1
104241,South Africa,2,36539.24315825775,1,40.0,2,5,1.0,2.0,1,1,1,1,2.0,2,2,1,2.0,1,1,5.0,1,1,1.0,2,1
104242,South Africa,2,40425.74675357758,2,31.0,2,3,1.0,1.0,1,2,1,1,1.0,1,1,4,1.0,1,1,1.0,1,1,1.0,2,1
104247,South Africa,2,39200.2695035543,2,38.0,3,5,1.0,1.0,1,2,1,1,2.0,2,2,3,1.0,1,4,1.0,2,1,1.0,2,1
104258,South Africa,2,11305.177434423158,1,42.0,2,3,1.0,2.0,1,2,2,1,1.0,1,1,4,2.0,1,1,1.0,1,1,0.0,2,1
104259,South Africa,2,37476.53170159501,1,53.0,3,5,1.0,1.0,1,2,1,1,2.0,2,2,3,2.0,1,1,5.0,1,1,1.0,2,1
104262,South Africa,2,77746.54347776547,1,31.0,2,2,1.0,2.0,1,1,2,1,1.0,1,2,4,2.0,1,2,1.0,1,1,1.0,2,1
104264,South Africa,2,20649.27609750656,1,28.0,2,4,1.0,2.0,1,1,2,1,1.0,2,1,3,2.0,1,4,5.0,1,2,1.0,2,1
104268,South Africa,2,15474.170642925872,1,56.0,2,4,1.0,2.0,1,2,1,1,1.0,2,1,3,2.0,1,2,1.0,1,1,1.0,2,1
104272,South Africa,2,11271.249651553966,2,27.0,3,5,1.0,2.0,1,2,1,1,2.0,2,2,1,1.0,1,1,1.0,1,2,1.0,2,1
104273,South Africa,2,44759.04246623746,2,38.0,2,4,1.0,1.0,1,2,1,1,1.0,1,1,4,2.0,1,2,1.0,1,1,1.0,2,1
104275,South Africa,2,90214.89548756764,2,28.0,2,2,2.0,2.0,0,2,2,2,2.0,2,1,3,2.0,2,2,5.0,2,1,0.0,2,2
104278,South Africa,2,40366.361924316094,1,32.0,2,1,1.0,1.0,1,2,2,2,1.0,2,1,2,2.0,1,2,1.0,1,1,1.0,2,1
104280,South Africa,2,43363.47980476388,1,29.0,2,4,1.0,2.0,1,2,2,2,1.0,1,1,1,2.0,1,1,5.0,1,2,1.0,2,1
104281,South Africa,2,47837.560054934445,1,32.0,2,4,1.0,1.0,1,2,1,1,1.0,2,1,4,2.0,1,1,1.0,1,1,1.0,1,1
104284,South Africa,2,118981.03802997996,2,28.0,2,2,1.0,2.0,1,2,2,1,2.0,2,1,3,1.0,1,1,1.0,1,1,1.0,2,1
104289,South Africa,2,42994.81634948524,2,22.0,3,5,1.0,2.0,1,2,2,2,2.0,2,2,7,2.0,1,4,1.0,1,1,1.0,1,1
104291,South Africa,2,15573.370141060652,2,38.0,2,4,1.0,2.0,1,2,2,1,1.0,1,2,4,2.0,1,4,5.0,1,2,1.0,2,1
104292,South Africa,2,117122.46638852735,2,63.0,1,3,2.0,2.0,1,2,2,2,2.0,2,1,2,1.0,1,2,5.0,1,2,0.0,2,2
104294,South Africa,2,21520.077676836714,1,37.0,2,4,1.0,2.0,1,2,2,1,1.0,2,1,6,2.0,1,2,1.0,1,1,1.0,2,1
104295,South Africa,2,52965.339020991545,1,37.0,2,3,1.0,1.0,1,1,2,2,2.0,1,2,7,2.0,1,4,5.0,1,1,1.0,2,2
104297,South Africa,2,30690.813177475786,2,30.0,2,4,1.0,1.0,1,2,2,2,2.0,2,1,2,2.0,1,4,5.0,1,2,0.0,2,2
104303,South Africa,2,20604.050940799934,1,54.0,2,4,1.0,2.0,1,2,2,1,2.0,2,1,4,2.0,1,2,1.0,1,1,0.0,2,2
104304,South Africa,2,21520.077676836714,1,37.0,2,2,1.0,2.0,1,2,2,1,1.0,2,1,7,2.0,1,2,1.0,1,1,1.0,2,1
104305,South Africa,2,31942.45985191763,1,22.0,2,5,1.0,2.0,1,1,2,2,2.0,2,1,2,2.0,1,4,1.0,1,1,1.0,2,1
104306,South Africa,2,120873.96005551913,2,25.0,2,2,1.0,2.0,1,2,2,1,2.0,2,1,2,2.0,1,4,1.0,1,1,1.0,2,1
104310,South Africa,2,43040.15535367326,1,40.0,2,4,1.0,2.0,1,2,2,2,1.0,1,1,4,2.0,1,2,1.0,1,1,1.0,2,1
104311,South Africa,2,25121.500918797115,1,30.0,2,5,1.0,2.0,1,2,2,1,1.0,2,1,2,1.0,1,1,1.0,1,1,1.0,2,1
104314,South Africa,2,96164.61536485789,2,40.0,2,3,1.0,2.0,1,2,2,2,2.0,2,1,7,2.0,1,1,2.0,1,1,1.0,2,1
104319,South Africa,2,48082.30768242916,2,40.0,2,3,1.0,2.0,0,2,2,2,1.0,2,1,2,2.0,2,2,5.0,1,1,0.0,2,2
104321,South Africa,2,23017.81461287013,2,49.0,2,4,1.0,2.0,1,1,1,2,2.0,2,2,1,2.0,1,1,2.0,1,2,1.0,2,1
104324,South Africa,2,90252.88135360372,1,58.0,1,2,1.0,2.0,1,1,2,2,1.0,1,2,4,2.0,1,1,2.0,2,2,1.0,1,1
104325,South Africa,2,15994.786603089851,2,34.0,2,4,2.0,1.0,1,1,2,1,2.0,2,2,3,2.0,1,1,5.0,1,1,1.0,2,1
104327,South Africa,2,20545.692501289173,1,25.0,2,3,2.0,2.0,1,1,2,2,1.0,2,1,1,1.0,1,1,2.0,1,2,1.0,1,1
104328,South Africa,2,53755.345039501655,2,41.0,2,2,1.0,2.0,1,1,2,1,1.0,2,1,6,2.0,1,4,1.0,1,1,1.0,2,2
104330,South Africa,2,13859.225380824248,2,26.0,2,5,1.0,2.0,1,1,2,1,2.0,2,2,1,2.0,1,1,1.0,1,1,1.0,2,1
104334,South Africa,2,69053.44383861018,2,45.0,2,5,1.0,2.0,1,1,1,1,2.0,1,1,3,2.0,1,1,1.0,1,1,1.0,2,1
104336,South Africa,2,40860.97176387291,1,34.0,2,3,1.0,2.0,1,1,2,2,1.0,2,1,1,2.0,3,1,2.0,1,1,1.0,2,1
104339,South Africa,2,24189.90526777568,2,39.0,3,5,1.0,2.0,1,1,1,1,2.0,1,2,1,2.0,1,1,1.0,1,1,1.0,2,1
104341,South Africa,2,15417.474813435112,1,45.0,3,3,1.0,2.0,1,2,1,2,2.0,1,1,1,2.0,1,1,1.0,1,1,1.0,2,1
104342,South Africa,2,87694.18357981843,1,40.0,2,1,1.0,2.0,0,2,2,2,2.0,2,2,7,2.0,2,4,5.0,1,1,0.0,2,2
104344,South Africa,2,152017.40911407224,1,37.0,1,1,1.0,2.0,1,1,1,2,2.0,2,2,4,2.0,1,4,1.0,1,1,1.0,2,1
104347,South Africa,2,27384.157758823174,2,41.0,2,5,2.0,1.0,1,2,2,1,1.0,2,2,1,2.0,1,4,1.0,1,2,1.0,2,2
104349,South Africa,2,10923.993569638262,1,34.0,2,4,1.0,2.0,1,1,1,1,1.0,2,2,2,1.0,1,1,1.0,1,1,1.0,2,1
104350,South Africa,2,32241.13900716784,2,55.0,2,5,1.0,2.0,1,2,2,2,1.0,2,2,3,2.0,1,1,1.0,1,2,1.0,2,1
104353,South Africa,2,87694.18357981843,1,39.0,2,3,1.0,2.0,1,2,1,1,2.0,2,2,3,1.0,1,2,1.0,1,1,1.0,2,1
104354,South Africa,2,26910.90794954408,1,27.0,2,3,1.0,1.0,1,2,2,1,1.0,1,1,2,2.0,1,2,1.0,1,1,1.0,2,1
104355,South Africa,2,51473.31499637256,2,37.0,2,5,1.0,2.0,1,1,2,2,2.0,2,2,3,1.0,1,1,5.0,1,1,1.0,2,1
104356,South Africa,2,57330.61348274993,2,46.0,1,5,1.0,2.0,1,1,2,1,1.0,2,1,1,2.0,1,1,1.0,1,1,1.0,2,1
104358,South Africa,2,19801.042771600973,1,29.0,2,5,2.0,2.0,1,2,2,1,2.0,2,1,4,2.0,1,1,1.0,1,1,1.0,2,1
104361,South Africa,2,83548.49675173209,1,16.0,2,4,2.0,2.0,1,2,2,1,2.0,2,2,1,2.0,3,4,1.0,1,1,0.0,2,1
104364,South Africa,2,12415.749779618098,1,49.0,3,4,1.0,2.0,1,1,2,2,2.0,1,1,2,2.0,1,1,1.0,2,1,1.0,2,1
104365,South Africa,2,10923.993569638262,1,27.0,2,1,1.0,1.0,1,2,2,2,2.0,1,1,3,2.0,1,4,5.0,1,2,0.0,2,1
104366,South Africa,2,10923.993569638262,1,36.0,2,4,1.0,2.0,1,1,2,1,1.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104367,South Africa,2,44759.04246623746,2,38.0,2,3,1.0,1.0,1,1,1,1,1.0,1,1,4,2.0,1,1,1.0,1,2,1.0,2,1
104370,South Africa,2,170762.0603116545,1,55.0,1,3,1.0,2.0,1,2,2,2,1.0,2,1,7,2.0,1,2,1.0,1,1,0.0,2,2
104371,South Africa,2,38600.390441189586,2,52.0,3,5,1.0,2.0,1,1,1,1,2.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
104372,South Africa,2,16102.913767738686,1,35.0,2,5,1.0,2.0,1,1,1,1,2.0,2,1,1,2.0,1,1,1.0,1,1,1.0,2,1
104375,South Africa,2,32933.697961866324,2,42.0,2,4,1.0,2.0,1,2,2,2,2.0,2,2,3,2.0,1,4,2.0,1,2,1.0,2,2
104376,South Africa,2,12119.940428058777,1,33.0,2,5,1.0,2.0,1,1,1,1,1.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104378,South Africa,2,10923.993569638262,2,39.0,3,5,1.0,2.0,1,2,1,1,1.0,1,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104382,South Africa,2,30027.457042940292,1,31.0,2,3,1.0,2.0,1,2,2,1,1.0,2,1,1,2.0,1,1,1.0,1,1,1.0,2,2
104383,South Africa,2,10923.993569638262,2,37.0,3,5,1.0,1.0,1,2,1,1,2.0,2,2,1,2.0,1,4,1.0,1,1,1.0,2,1
104386,South Africa,2,10923.993569638262,1,34.0,2,5,1.0,1.0,1,2,1,1,1.0,1,1,4,1.0,1,1,1.0,1,1,1.0,2,1
104390,South Africa,2,10923.993569638262,2,41.0,3,5,1.0,2.0,1,1,1,2,2.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
104392,South Africa,2,23953.968055329035,2,28.0,2,5,1.0,1.0,1,2,1,1,1.0,2,1,1,1.0,1,4,1.0,1,1,1.0,2,1
104393,South Africa,2,10923.993569638262,2,31.0,3,5,1.0,2.0,1,2,2,2,2.0,2,2,2,1.0,1,4,5.0,1,2,1.0,2,2
104394,South Africa,2,32986.23445605775,2,36.0,3,4,2.0,2.0,1,1,2,1,2.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
104399,South Africa,2,11966.062066424789,1,56.0,2,5,1.0,2.0,1,2,1,1,1.0,1,1,1,2.0,1,1,3.0,1,1,1.0,2,2
104400,South Africa,2,46951.393353233434,2,20.0,2,4,1.0,2.0,1,2,2,1,2.0,2,2,2,2.0,3,4,1.0,1,1,0.0,2,2
104402,South Africa,2,69860.6857038893,2,22.0,2,5,1.0,2.0,1,1,2,2,2.0,2,2,2,2.0,1,4,3.0,1,1,1.0,2,1
104404,South Africa,2,29745.25950749499,2,32.0,2,5,1.0,2.0,1,1,2,1,2.0,1,1,4,2.0,1,4,1.0,1,1,1.0,2,1
104406,South Africa,2,24287.41636617819,1,33.0,2,3,1.0,2.0,1,2,2,2,2.0,2,2,7,2.0,1,4,5.0,1,1,0.0,2,2
104407,South Africa,2,12204.834481883456,2,29.0,3,5,1.0,2.0,0,2,2,2,2.0,2,2,2,1.0,2,4,5.0,1,1,0.0,2,2
104408,South Africa,2,73638.02038129805,1,66.0,1,3,2.0,2.0,1,1,2,2,2.0,2,1,2,2.0,2,1,1.0,1,2,1.0,2,1
104413,South Africa,2,38311.60768905884,2,47.0,2,4,1.0,2.0,1,1,2,1,2.0,2,2,2,2.0,1,1,1.0,1,1,1.0,2,1
104414,South Africa,2,81885.19391457297,2,59.0,2,2,1.0,2.0,1,2,1,1,1.0,2,1,3,2.0,1,2,1.0,1,2,1.0,2,2
104415,South Africa,2,10923.993569638262,2,50.0,3,3,1.0,2.0,1,1,2,2,2.0,2,1,7,2.0,1,4,1.0,1,2,1.0,2,1
104416,South Africa,2,27718.450761648495,2,27.0,2,5,1.0,1.0,1,2,2,1,2.0,2,2,5,2.0,1,4,5.0,1,1,1.0,2,1
104417,South Africa,2,32902.152548777594,2,25.0,2,5,1.0,2.0,1,1,2,1,2.0,2,2,1,1.0,1,4,5.0,2,2,1.0,2,1
104418,South Africa,2,96894.1268346477,2,54.0,1,3,1.0,2.0,1,2,2,2,2.0,2,2,6,1.0,2,4,1.0,1,2,0.0,2,2
104419,South Africa,2,62038.962618996025,2,33.0,2,5,1.0,2.0,1,1,2,2,2.0,2,2,1,2.0,1,4,5.0,1,1,1.0,2,1
104420,South Africa,2,33965.42701755954,2,41.0,2,3,1.0,2.0,1,2,1,1,1.0,2,1,1,2.0,1,2,2.0,1,2,0.0,2,2
104421,South Africa,2,10923.993569638262,1,31.0,3,1,1.0,2.0,1,1,2,2,2.0,1,1,7,2.0,1,4,5.0,1,1,1.0,2,1
104427,South Africa,2,61291.4576458093,1,33.0,2,4,1.0,2.0,1,1,2,2,2.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
104428,South Africa,2,24154.37065160805,1,39.0,3,5,2.0,2.0,1,2,2,1,1.0,2,1,2,2.0,1,4,1.0,1,1,1.0,2,1
